recid,mm,dd,yy,county,loc_1
18167,6,21,56,dublin,"ma,oxford,6/50"
28164,6,15,61,dublin,"me,"
4328,1,5,50,kilkenny,"ma,watertown"
5756,1,18,51,longford,"*eng,'43"
1138,2,7,46,limerick,
1678,3,27,47,cork,"ny,albany, pearl st.,'39"
22144,2,13,58,cork,"ma,brookline"
32575,10,22,64,Tyrone,NYC
30663,10,17,63,"*eng,","ny,"
32684,11,12,64,"*England, Wiggan, Lancashire",
32685,11,12,64,"*England, Kolla, Co. Durham",
27380,4,11,57,mayo,america?
33900,8,26,65,"*Scotland, Gouan Street, Glasgow",SC
14708,1,6,55,mayo,"quebec,'50"
11555,12,10,53,cork,
11556,12,10,53,cork,
11557,12,10,53,cork,
12696,4,15,54,monaghan,
21540,10,17,57,kerry,
2078,11,6,47,cork,"nyc,4/47"
26,5,18,33,longford,"pa,"
30,10,12,33,longford,"que,quebec city,'25"
68,6,20,35,longford,"quebec,24/25"
144,11,24,38,*ireland,"ma,wareham"
242,4,10,41,fermanagh,"que,quebec city,'32"
480,3,11,43,leitrim,"ny,brooklyn,'35"
1142,2,14,46,cork,"oh,cleveland,'39"
1421,9,19,46,cork,"oh,sandyville,tuscawaras co."
1690,4,3,47,fermanagh,"ont,toronto, '44"
2333,1,29,48,cork,west or south
2775,7,15,48,dublin,"ma,boston,146 ann st.'48"
2914,9,2,48,cork,"ma,boston,broad st.,5/48"
3570,5,5,49,limerick,"ma,boston"
4236,12,8,49,limerick,"quebec,'37"
4765,5,11,50,cork,"ma,charlestown"
4854,6,8,50,cork,"ma,boston,main st."
5392,10,26,50,limerick,
7836,3,27,52,kerry,"nyc,4/51"
8069,5,15,52,cork,"mo,st.louis"
10789,8,13,53,kilkenny,nyc
14739,1,13,55,carlow,"ma,boston"
15622,5,19,55,cork,"ma,boston"
23322,10,2,58,queens,"ont,leeds,kent co."
23323,10,2,58,queens,"ont,leeds,kent co."
23324,10,2,58,queens,"ont,leeds,kent co."
24871,2,12,48,cork,"ma,boston"
24872,2,12,48,cork,"ma,boston"
25541,1,21,60,cork,"*eng,bristol,'52"
30532,9,19,63,kilkenny,"mo,st.louis,2/63"
30533,9,19,63,kilkenny,"mo,st.louis,2/63"
30872,12,5,63,cork,"que,montreal,6/62"
31047,1,9,64,tipperary,
40887,10,9,69,Clare,"IN, Henry County, Ogden"
25309,11,26,59,meath,"ny,troy,river st."
16936,12,1,55,meath,"oh,cincinnati,48"
19357,12,1,56,meath,"oh,cincinnati,48"
19660,1,24,57,,"nyc,'50"
17215,2,2,56,kerry,"ky,louisville"
40995,10,30,69,Kerry,"IL, Chicago"
13162,6,17,54,*glasgow,"ky,louisville"
27416,8,27,57,*scotland,"pa,phila,"
912,7,12,45,cork,"ma,salem,'43"
981,8,30,45,tipperary,
1837,7,24,47,cork,"ma,salem,'43"
2810,7,22,48,waterford,"que,montreal, '42"
3268,1,13,49,cork,"nyc,'48"
6331,5,31,51,cork,"la,new orleans"
6351,5,31,51,tipperary,"nyc,'49"
7415,12,27,51,waterford,"nyc,'37"
7685,2,28,52,cork,"la,new orleans,'47"
15821,6,15,55,cork,"il,chicago"
17066,1,5,56,down,"ca,"
19140,11,1,56,down,"oh,lancaster"
24907,9,3,59,dublin,"ma,boston,'56"
28040,5,4,61,down,"ma,boston,'52-61"
30440,8,29,63,,"ma,n.woodstock,4/62"
30759,11,14,63,cork,"ma,salem,'56"
31084,1,16,64,cavan,"mi,michigan city"
26952,10,20,60,dublin,"ky,maysville,8/2/60"
23038,8,14,58,,"pa,lancaster,fairfieldc.'55"
2472,3,25,48,carlow,"ma,boston,4 w.cedar st.,5/47"
11500,12,3,53,,
1358,8,22,46,cork,"quebec,'43"
3466,3,24,49,clare,"fl,new s.carolina,st.john bl"
6445,6,21,51,kilkenny,"ny,ogdensburg"
7228,11,22,51,kerry,
7453,1,10,52,kerry,"can,"
13288,7,8,54,,"ma,lowell"
13641,8,19,54,kilkenny,"ny,rochester,'52"
15700,5,26,55,louth,
20582,6,6,57,kerry,canada
26842,9,29,60,leitrim,nyc
32451,9,17,64,Cavan,
2149,11,27,47,*ireland,"ma,boston or nyc"
30110,6,6,63,kildare,"ire,dublin"
6446,6,21,51,kilkenny,"ny,ogdensburg"
12430,3,25,54,clare,
28521,11,16,61,cork,"nyc,12/59"
20186,4,4,57,kings,"oh,cincinnati,'54"
17309,2,16,56,louth,"mo,st.louis"
28991,5,31,62,cork,"ma,boston,'47/48"
35333,6,9,66,Dublin,
35435,7,7,66,Leitrim,"MA, Burlington"
6540,7,12,51,dublin,
2889,8,19,48,down,"ma,lowell"
17642,4,5,56,*scotland,"ma,boston"
23123,8,28,58,mayo,
30535,9,26,63,galway,"dc,washington,12/62"
316,10,16,41,tipperary,"ma,taunton,'38"
25338,12,3,59,cork,"ma,roxbury,'55"
28321,8,17,61,*scotland,"que,quebec,lake beaufort rd."
24842,9,3,59,kilkenny,
403,7,23,42,kerry,"ny,albany"
24690,7,16,59,longford,america(supposed)
32691,11,19,46,Galway,"MA, Boston"
32692,11,19,64,Galway,
32693,11,19,64,Galway,
32799,12,26,64,Cavan,New York
32800,12,24,64,Cavan,NYC
31952,6,25,64,Queens County,NY (left 15 or 16 years ago)
32719,11,26,64,Cork,"MA, East Cambridge (11/63)"
29337,10,18,62,cork,"ri,providence"
26262,6,2,60,dublin,"ms,natchez,c/smith&reyholds"
32801,12,24,64,Cavan,New York
8306,7,3,52,cork,"nyc,'47"
15636,5,19,55,limerick,quebec
26176,5,19,60,dublin,
28007,4,27,61,waterford,"quebec,'40"
28969,5,17,62,clare,
32751,12,10,64,Cork,Washington Territory
32798,12,24,64,Cavan,NYC
28970,5,17,62,clare,
30840,11,29,63,cork,"que,sherbrook,montreal,'54"
37703,11,2,67,Dublin,
40298,4,24,69,Dublin,
32606,10,29,64,Leitrim,"*England, Manchester (30 yrs)"
3273,1,13,49,limerick,"ma,boston, 5/47"
35428,6,30,66,Roscommon,"SN, North River"
4121,11,3,49,,"ma,andover, 5/49/lawr*"
35419,6,30,66,Armagh,"KY, Covington (03/66) "
35420,6,30,66,Armagh,
35421,6,30,66,Armagh,
35422,6,30,66,Armagh,
35423,6,30,66,Armagh,
29489,1,10,63,kilkenny,"nyc,'23"
2751,7,8,48,monaghan,"ont,toronto (little york)"
1453,10,10,46,kilkenny,"*eng,london,'34"
101,7,30,36,cork,"pa,philadelphia, nr."
250,5,1,41,meath,nyc
1102,12,20,45,galway,"nyc,'41"
1163,3,7,46,cork,"ny,troy"
1217,4,18,46,cork,"ny,troy"
1505,11,21,46,dublin,"pa,philadelphia, orange st."
3571,5,5,49,limerick,
5147,8,24,50,cork,"ny,albany,'39"
6636,8,2,51,dublin,"dc,washington,7/29"
10273,6,4,53,limerick,"pei,charlottetown,'41"
13208,6,24,54,kings,nyc
14979,2,10,55,limerick,"pa,philadelphia"
18484,8,2,56,kings,"nyc,'51"
18848,9,13,56,tipperary,
19112,10,25,56,limerick,"mo,st.louis,'53"
19640,1,17,57,louth,"pa,rising sun(55)"
23500,11,13,58,mayo,"ma,boston vicinity"
26261,6,2,60,dublin,"ny,rochester,3/60"
26275,6,9,60,kings,
27788,3,23,61,tipperary,"que,montreal"
28784,3,15,62,,"ca,texashill,sacramento,7/54"
31521,4,2,64,mayo,"va,"
31637,4,23,64,kildare,
40793,9,25,69,,"OH, Cincinnati"
29629,12,4,69,monaghan,"pa,philadelphia,'44"
26835,9,22,60,louth,"nyc,4/50"
32802,12,24,64,Cavan,New York
6675,8,9,51,dublin,"va,wheeling,'42"
6747,8,9,51,dublin,"va,wheeling,'42"
24028,3,5,59,,"ma,boston,'19"
6716,8,16,51,longford,"al,mobil/la,new orleans"
26326,6,16,60,kerry,
29646,4,2,64,monaghan,"pa,whittenburg,somerset,'60"
5490,11,23,50,cavan,"nyc,'49"
13328,7,8,54,queens,
40704,9,4,69,Cork,"TN, Knoxville"
1716,4,24,47,waterford,"me,somerset"
33562,6,3,65,Waterford,"NY, NY (1854)"
33563,6,3,65,Waterford,"NY, NYC (1854)"
40580,9,4,69,Meath,"NY, Brooklyn"
32443,9,17,64,Kerry,"NY, New York"
2579,5,6,48,cork,
9635,2,19,53,limerick,
12621,4,8,54,galway,"ma,worcester"
15580,5,12,55,cork,
16584,10,6,55,cork,"ma,boston,milton st"
17245,2,9,56,cork,"ca,"
3171,12,9,48,cork,"oh,winchester,preble co,'48"
6837,9,6,51,fermanagh,"nyc,'35"
14999,2,17,55,,
15004,2,17,55,,
15005,2,17,55,,
9350,1,1,53,tipperary,"ma, bo.,52; ve or ne"
30557,10,3,63,louth,"ny,albany"
655,6,22,44,cork,"la,new orleans"
666,7,13,44,,"quebec city,'32"
1246,5,23,46,londonderry,"la,new orleans"
3913,8,25,49,tipperary,"pa,pittsburgh,ferry st.,'46*"
14304,11,4,54,dublin,"mi,niles,berrian co."
16927,11,24,55,meath,"pa,philadelphia 53, de 54"
1248,5,23,46,londonderry,
31602,4,16,64,dublin,"ma,roxbury,'55"
7036,10,11,51,dublin,
27357,12,29,60,*england,"ma,bradford"
15846,6,15,55,limerick,"quebec,'55"
35250,5,26,66,Queens,NY (1836)
33575,6,3,65,Cavan,NY of Brooklyn
38796,5,23,68,,
32087,7,16,64,Waterford,
32478,9,24,64,,
23225,9,25,58,,france*
24419,5,21,59,dublin,"*eng,manchester"
29770,2,28,63,cork,"*wales,'61"
24154,3,26,59,,"oh,trenton,lawrence county"
9027,11,6,52,,"nbr,frederickton"
19699,1,31,57,,"pa,pottsville(33)"
22339,3,13,58,louth,"ny,troy,52"
24268,4,16,59,cork,"ma,boston(lft-50or51)"
39346,10,10,68,,
13083,6,10,54,cork,"ont,brockville"
5,3,16,32,tyrone,"ma,roxbury,'29"
163,5,11,39,cork,nyc
985,8,30,45,waterford,"*australia,hobart t.,sydney"
1460,10,17,46,cork,
2568,4,29,48,leitrim,
2966,9,23,48,cork,"ma,boston,'46"
3165,12,2,48,louth,"ma,boston"
3574,5,5,49,westmeath,"nj,old boonton"
3700,6,16,49,clare,"nyc,'48"
3701,6,16,49,clare,"nyc,'48"
3744,6,30,49,cork,"nyc,'47"
4206,11,24,49,tipperary,"nyc,'48"
5409,11,2,50,clare,"vt, '46-'50"
5724,1,25,51,cork,"me,thomaston"
5725,1,25,51,cork,"me,portland"
6896,9,20,51,cork,
7177,11,15,51,carlow,"ma,cambridge"
9251,12,18,52,tipperary,"ma,boston (10/51)"
10266,6,4,53,,"mo,st.louis,5/52"
10759,8,13,53,,
11654,12,24,53,cork,
11810,1,14,54,cork,
13003,5,27,54,limerick,"va,richmond city,10/51"
13257,7,1,54,kerry,"ns,halifax"
14532,12,2,54,roscommon,"ma,roxbury"
15236,3,17,55,tipperary,"nyc,'49"
16256,8,18,55,kerry,"nbr,st.john"
16895,11,24,55,clare,"va,richmond,53"
17158,1,26,56,clare,"ma,brookline (11/54)"
17220,2,2,56,louth,"la,vicksburg"
17242,2,9,56,cork,nyc
17660,4,12,56,kerry,"ny,buffalo,55"
19056,10,18,56,kerry,
20013,3,14,57,donegal,"nyc,'53"
22256,2,27,58,roscommon,"pa,"
23827,1,29,59,cork,
27539,1,26,61,londonderry,"va,elizabeth,loudin co."
27540,1,26,61,londonderry,"va,elizabeth,loudin co."
28008,4,27,61,waterford,"quebec,'40"
28009,4,27,61,waterford,"quebec,'40"
29351,10,25,62,limerick,"ny,e.troy"
29459,1,10,63,cork,"nj,'53"
29460,1,10,63,cork,"nj,'53"
22327,3,13,58,donegal,"wi,milwaukie,56;mo,st louis"
24532,6,18,59,,"me,bangor,57"
2935,9,9,48,cork,"nyc,'47"
7426,1,3,52,cork,"nyc,'48"
35451,7,14,66,,PA (1836) 
33248,3,18,65,Kilkenny,
38199,1,25,68,Tipperary,
3554,4,28,49,*england,
12635,4,8,54,louth,
14512,12,2,54,galway,"pa,tamaqua,alleghay mts,48"
15403,4,14,55,antrim,
15575,5,12,55,,"ma,e.boston"
24224,4,9,59,,"ma,boston'50"
24536,6,18,59,,"nj,shrewsbury"
33850,8,12,65,Kings Co.,"OH, Cincinnati"
35334,6,16,66,"*England, Manchester",
41071,11,13,69,Cork,
41143,12,4,69,Dublin,Panama
41144,12,4,69,Dublin,Panama
16978,12,1,55,tipperary,"il,chicago,54 st.augustine"
32852,12,31,64,"*South Wales, Glamorganshire","MO, St. Louis (1857)"
5417,11,2,50,cork,"nbr,st.john,'48"
29176,8,9,62,cork,"in,connorsville,fayette co."
2685,6,17,48,cavan,"nyc,'42"
31358,3,5,64,dublin,"nyc,'49/50"
32718,11,26,64,Cork,"MA, Boston"
636,5,4,44,tipperary,"pa,pottsville"
768,12,28,44,kerry,"nbr,st.john"
780,1,11,45,tyrone,"ri,providence"
1128,1,17,46,kilkenny,"pa,easton, '37"
1159,2,28,46,mayo,"ma,boston"
1189,3,14,46,wexford,"quebec,'37"
2318,1,22,48,kilkenny,"md,baltimore"
2617,5,20,48,galway,"ma,s.boston,c/o harnden,'47"
2715,6,24,48,waterford,
2801,7,22,48,kerry,"ma,worcester, 12/36"
3480,3,31,49,,"ma,boston,'48"
3671,6,2,49,tipperary,
4319,1,5,50,cavan,"quebec,'19"
4336,1,12,50,,"nyc,'48"
5100,8,10,50,limerick,"quebec,'41"
5135,8,17,50,*bavaria/germany,"que,montreal, 5/50"
5269,9,28,50,clare,"nyc,'48"
5518,11,30,50,cork,"al,orleans"
5519,11,30,50,cork,"ny,buffalo"
6148,4,19,51,tipperary,"pa,york & erie rr"
11459,11,12,53,cork,"dc,washington"
11751,1,7,54,galway,"nyc,4/53"
12353,3,11,54,sligo,"nyc,8/45"
13332,7,8,54,tipperary,"va,"
13773,9,2,54,cork,"*eng,bristol"
16576,10,6,55,*canada,"oh,cincinnati,50"
18523,8,9,56,kerry,"nyc,"
19055,10,18,56,kerry,
19911,2,28,57,cork,"nh,manchester,(48)"
20452,5,16,57,mayo,"pa,ruperts po,columbia co"
23664,1,1,59,clare,"pa,susquehanna,y&e rr.'53"
26535,8,4,60,galway,"mo,st.louis"
26536,8,4,60,galway,"mo,st.louis"
26791,9,22,60,kerry,"ont,prescott,'35"
27624,2,16,61,tipperary,"nyc,'55"
33195,3,11,65,Tipperary,"NJ, Burlington Co."
28206,7,6,61,kilkenny,"que,montreal,'44"
7497,1,17,52,meath,"ma,boston"
5043,7,27,50,cork,"nh,manchester,9/48"
23979,2,19,59,sligo,"ct,new london"
21795,11,28,57,waterford,nyc
9383,1,15,53,,"ma,boston'46;n'orlns,la,'51"
24537,6,18,59,,"nj,shrewsbury"
633,5,4,44,dublin,"ny,rochester"
2242,12,25,47,westmeath,
19848,2,21,57,down,
40322,4,24,69,,NY
9473,1,29,53,dublin,"tn,memphis"
15848,6,15,55,monaghan,"md,baltimore,s.street"
3448,3,17,49,cork,"nbr,st.john,'37"
3868,8,18,49,kilkenny,"nh,dover"
4314,12,29,49,wexford,"pa,philadelphia,1790"
6955,9,27,51,kilkenny,"ma,boston,'48"
14876,1,27,55,tipperary,"nyc,'53"
18199,6,21,56,*scotland,"nyc,'48"
19236,11,15,56,queens,"ny,rochester(55)"
24682,7,16,59,galway,"md,baltimore 50or51"
21167,8,15,57,tyrone,
21168,8,15,57,tyrone,
5286,9,28,50,longford,
5287,9,28,50,longford,
7846,3,27,52,londonderry,"nyc,'46"
28588,12,14,61,*scotland,"nj,patterson"
6136,4,19,51,cork,"ma,e.cambridge,4/50"
2826,7,29,48,dublin,"ma,boston,'47"
6788,8,30,51,cork,"nyc,'48"
18196,6,21,56,meath,"nyc,'49"
18533,8,9,56,*scotland,"nyc,'56"
19631,1,17,57,kings,"oh,cleveland(55)"
22909,7,10,58,limerick,"in,evansville"
26644,8,25,60,limerick,"quebec,'40"
27131,1,12,61,leitrim,"*eng,staleybridge,lanc,'47"
27603,2,9,61,*england,"oh,mt.vernon,knox co.8/60"
29959,4,25,63,cork,
30306,7,25,63,down,"la,new orleans,'58"
29428,12,12,62,,"equador,guayaquill"
891,5,31,45,queens,"ma,boston,'43"
16045,7,21,55,cork,"quebec,'39"
11519,12,3,53,galway,
7674,2,21,52,roscommon,"ma,stockbridge,'50"
26366,6,30,60,,"mi,jackson"
1572,1,16,47,longford,"nyc,7/46"
4738,4,27,50,wexford,
15976,7,7,55,galway,"ma,boston"
7559,1,31,52,queens,"pa,philadelphia,7/48"
24803,8,20,59,galway,"ma,boston or canada"
38191,1,25,68,Waterford,
37941,12,7,67,Kilkenny,
32592,10,29,64,,
37039,4,27,67,Limerick,
38928,6,20,68,Limerick,
90,3,12,36,kerry,nyc
2205,12,18,47,cork,"ma,boston"
4441,2,9,50,queens,
8126,5,22,52,tipperary,"nyc,'50"
14419,11,18,54,limerick,"me,robinstown,3/54"
17183,1,26,56,londonderry,nyc
17184,1,26,56,londonderry,nyc
17185,1,26,56,londonderry,nyc
17186,1,26,56,londonderry,nyc
22357,3,20,58,,"la,new orleans"
22430,4,3,58,cork,"ma,boston,sea st"
22692,5,29,58,limerick,"NY, Buffalo - 1856"
23257,9,25,58,meath,"nyc,'51"
31003,1,2,64,*england,"ma,brighton,'59"
31624,4,23,64,carlow,"pa,philadelphia, vaughan st.,nr. locust"
39930,3,6,69,Limerick,"NY, Williamsburg"
39931,3,6,69,Limerick,"NY, Williamsburg"
39932,3,6,69,Limerick,"NY, Williamsburg"
2377,2,12,48,tipperary,"ma,boston, '45"
20429,5,16,57,cork,"nyc,'51"
39343,10,10,68,Wexford,"CA, San Francisco, Mare Island (left 6/1867)"
2036,10,16,47,tipperary,"ma,boston"
9504,2,5,53,cork,"ma,e.boston,w/mr.lynch"
9505,2,5,53,cork,"ma,e.boston,w/mr.lynch"
319,10,23,41,dublin,"ma,/ny,"
332,12,4,41,dublin,"va,richmond"
3547,4,28,49,cork,"dc,washington"
39499,11,21,68,Wicklow,
2340,1,29,48,mayo,"pa,"
19398,12,6,56,londonderry,"ma,boston,41;ny;south"
18542,8,9,56,sligo,
12396,3,18,54,*scotland,"ri,providence,'52"
19738,2,7,57,cork,"ma,lowell,lowell st"
19930,2,28,57,roscommon,
28192,6,29,61,sligo,
27502,1,19,61,kerry,"pa,phila,"
5535,11,30,50,roscommon,nyc
31458,7,22,65,kerry,
4908,6,15,50,limerick,"ny,buffalo,'47"
7109,10,25,51,tipperary,
19984,3,7,57,queens,"la,new orleans/al,mobile"
25785,3,3,60,limerick,"tn,memphis,'59"
36553,2,16,67,,"PA, Altoona"
34652,2,3,66,Cork,NY (1849)
34653,2,3,66,Cork,"CA, San Francisco (1849)"
1262,6,6,46,,"ma,boston,11/45"
8555,8,14,52,waterford,"la,new orleans *"
30240,8,6,70,roscommon,"oh,woister,wayne co.w/un*"
30241,8,6,70,roscommon,
9606,2,12,53,waterford,"ns,halifax,"
22299,3,6,58,limerick,"va,norfolk navy yard"
24584,6,25,59,galway,nyc
14076,10,7,54,londonderry,"pa,philadelphia"
30971,12,26,63,fermanagh,"nyc,1/58"
30972,12,26,63,fermanagh,"nyc,1/58"
40111,5,8,69,Fermanagh,"CT, New Haven"
3191,12,16,48,kerry,us/can
12662,4,15,54,clare,
13005,5,27,54,cavan,
24594,6,25,59,limerick,
39929,3,6,69,Fermanagh,NYC
40885,10,9,69,Kerry,"Australia, Sydney*"
17487,3,15,56,tipperary,"nyc,5/15/55"
18443,7,26,56,limerick,nyc
27968,4,13,61,mayo,"*eng,stockport,'41"
4330,1,5,50,limerick,nyc
4331,1,5,50,limerick,nyc
9039,11,6,52,galway,"nyc,3/52"
29665,4,22,65,monaghan,"mi,flint,'52"
31082,1,16,64,kerry,"la,new orleans,'50"
19355,12,1,56,kilkenny,"nbr,st.john,'50"
19876,2,21,57,queens,"que,"
30741,11,14,63,dublin,
15268,3,24,55,sligo,"md,baltimore,'53"
17560,3,22,56,sligo,"md,baltimore,54"
1247,5,23,46,londonderry,"la,new orleans, '44"
3148,11,25,48,mayo,nyc
15921,6,30,55,,"nbr,fredericton"
19349,11,29,56,tyrone,"ireland,dublin,27 james st"
19350,11,29,56,tyrone,"ireland,dublin,27 james st"
21343,9,19,57,kerry,"mo,st.louis,54"
25642,2,11,60,dublin,"ont,belleville,'57"
25997,4,7,60,antrim,"me,bangor,c/""whig & courier"""
29357,11,1,62,,"que,montreal,'55-59"
30577,10,3,63,westmeath,"nyc,'51"
33836,8,12,65,,
28645,1,11,62,,"ns,halifax,chezincook,w/fa"
7153,11,8,51,cork,"ma,fall river,9/49"
7154,11,8,51,cork,"ma,fall river,9/49"
8747,9,18,52,*wales,"*wales,glamorganishire,'50"
8984,10,30,52,,
8985,10,30,52,,
9461,1,22,53,tipperary,"oh,perry twship,brown co.'43"
31650,4,23,64,leitrim,"ny,[?]"
20418,5,16,57,,
40836,10,2,69,Tipperary,"IN, Indianapolis"
5856,2,15,51,kerry,"quebec,'37"
12842,5,6,54,roscommon,"al,toledo co.,52"
14970,2,10,55,cork,"pa,"
5592,12,21,50,cork,
22861,6,26,58,louth,"ct,new haven"
1228,5,2,46,dublin,"nyc,'40"
6704,8,16,51,cork,quebec
11653,12,24,53,cork,
11809,1,14,54,cork,
13326,7,8,54,queens,nyc
3508,4,7,49,cork,"ma,boston"
3509,4,7,49,cork,"ma,boston"
3940,9,8,49,down,
9403,1,15,53,cork,
13464,7,29,54,kerry,
13465,7,29,54,kerry,
17219,2,2,56,louth,"ny,rochester"
17491,3,15,56,wicklow,
17667,4,12,56,wexford,nyc
19563,1,10,57,cork,
19305,11,29,56,,"ma,boston(54)"
1223,4,25,46,donegal,"nbr,st.john"
7804,3,20,52,galway,"ont,toronto,'38-'52"
13842,9,9,54,kerry,"pa,doffin co"
13841,9,9,54,kerry,"pa,doffin co"
22467,4,10,58,,"ont,london,57/6*"
27816,3,30,61,tipperary,"ny,albany,'56"
15088,3,3,55,cork,
16572,10,6,55,,"vt,rutland & castleton"
32950,1,21,65,Tipperary,"British America, Ottowa City"
12958,5,20,54,*canada,"me,eastport ."
15543,5,5,55,dublin,
26171,5,19,60,cork,"nyc,1/60"
31295,2,27,64,dublin,"ma,salem,9/54"
33147,3,4,65,,"NY, New York"
33178,3,4,65,Dublin,"AL, Mobile (1859)"
4413,2,2,50,cork,"ak,ft.leavenworth"
27665,3,2,61,kilkenny,"nyc,'55"
3392,2,24,49,antrim,"nyc,'48"
6807,8,30,51,limerick,"ma,springfield"
27776,3,23,61,tyrone,"ire,tyrone,bodoney,crock"
29464,1,10,63,louth,"pa,philadelphia,11/62"
36287,1,26,67,Cork,"MD, New York + Brooklyn Boarding House, Baltimore"
10748,8,6,53,mayo,
9077,11,13,52,kilkenny,"la,new orleans"
379,4,30,42,cork,"ny,w.troy"
2230,12,25,47,galway,
2541,4,15,48,tyrone,"nyc,'39"
3096,11,4,48,,nyc 7/48
3743,6,30,49,cork,"me,bangor, 12/48"
6728,8,23,51,donegal,"ny,brooklyn"
7896,4,3,52,wexford,"ky,louisville"
10263,5,28,53,wexford,"ky,louisville,"
18389,7,19,56,galway,"me, portland,'47"
20108,3,28,57,clare,"ny,w.troy,'52"
25107,10,15,59,monaghan,"*scotland,3/59"
28785,3,15,62,cork,"nyc,nr."
29335,10,18,62,cork,"ri,providence"
29336,10,18,62,cork,"ri,providence"
158,3,9,39,cork,"ma,boston"
159,3,16,39,cork,"ma,boston,8/37"
8613,8,28,52,cork,
18911,9,27,56,cork,"ma,boston,55"
236,2,20,41,tyrone,"que,st.stevens"
297,8,14,41,waterford,ontario
507,6,10,43,cork,"ont,glenford"
612,3,23,44,cork,nyc
667,7,13,44,cork,"nyc,2/43"
766,12,21,44,tipperary,"ny,windsor"
767,12,21,44,waterford,"ont,danville"
893,6,7,45,cavan,"que,carryall,'33"
1530,12,12,46,wexford,
1643,3,6,47,mayo,"nbr,st.john"
1832,7,24,47,cavan,"que,carolina twshp.,co.2mts*"
2444,3,11,48,*scotland,"ma,boston, '34"
2546,4,22,48,cork,"mo,st.louis,'45"
2547,4,22,48,cork,"il,waterloo,monroe co.,'45"
2950,9,9,48,tipperary,"quebec,'41"
3475,3,24,49,tyrone,"la,new orleans,'48"
3961,9,15,49,cork,"ma,boston,'49"
4203,11,24,49,tipperary,"quebec,'45"
4444,2,9,50,cork,"ny,buffalo"
4509,2,23,50,roscommon,"pa,philadelphia, '31"
4585,3,16,50,tipperary,"nyc,112 william st."
4956,6,29,50,limerick,"nyc,'48"
5794,2,1,51,kerry,
6214,5,3,51,sligo,"nyc,'48"
6226,5,10,51,cork,
7075,10,18,51,kerry,"la,new orleans"
7258,11,29,51,dublin,"ny,fishkill,dutchess co."
7404,12,27,51,kerry,"ct,"
7485,1,17,52,galway,"va, 9/51"
7667,2,21,52,limerick,"quebec,'49"
8148,5,29,52,kerry,"quebec,47"
8189,6,5,52,mayo,"md,baltimore"
8250,6,19,52,galway,"nyc,'48"
8722,9,18,52,,"ny,rochester"
8925,10,16,52,cork,"ma,boston,11/51"
9246,12,11,52,wexford,
9274,1,1,53,cork,"ma,boston,'48"
9543,2,5,53,tipperary,"quebec,'49"
10583,7,16,53,tipperary,
10978,9,10,53,,
11360,10,22,53,wexford,"ma,s.reading"
12573,4,1,54,sligo,"oh,"
12574,4,1,54,sligo,"oh,"
13017,5,27,54,tipperary,"ma,boston,'49"
13248,7,1,54,cork,"nyc,'49"
13469,7,29,54,limerick,"pa,susquehanna depot 53"
13763,9,2,54,cavan,"ct,colchester"
14116,10,14,54,cork,"va,halifax"
14841,1,27,55,cork,"ma,lowell"
14961,2,10,55,clare,"quebec,'49"
15467,4,21,55,louth,
15871,6,23,55,armagh,"oh,somerset"
15905,6,23,55,roscommon,
16378,9,1,55,cork,"va,cumberland"
16381,9,1,55,cork,"la,new orleans"
18088,6,7,56,limerick,"quebec,'46"
18397,7,19,56,londonderry,"ns,"
20103,3,28,57,carlow,"ma,sutton,6/56"
20466,5,16,57,wexford,"ont,toronto"
21477,10,3,57,tipperary,"ma,boston,'48"
21511,10,10,57,tipperary,"ma,boston,'48"
21977,1,9,58,wexford,"*eng,liverpool"
22419,3,28,58,,"que,quebec,'54"
22462,4,3,58,tipperary,"ma,boston"
22558,5,1,58,cork,"que,montreal"
23037,8,14,58,,"nyc,31st st.,4/53*"
23599,12,11,58,,"tn,decaturville,decatur co."
23810,1,22,59,monaghan,"que,montreal"
26405,7,7,60,tipperary,"ma,boston,'50"
26763,9,15,60,cork,"ma,berlin,'58"
27090,9,12,57,cork,"que,montreal"
27246,12,1,60,kilkenny,"ma,salem"
27301,12,15,60,kilkenny,"pa,"
27594,2,9,61,kerry,
29293,10,4,62,,"tn,memphis,'57"
29365,11,8,62,limerick,"ny,rochester,monroe co.'51"
30253,7,11,63,waterford,nyc
31281,2,27,64,,nyc
31415,3,19,64,cavan,"ny,albany"
31488,3,26,64,tyrone,"*england,newcastle"
31612,4,16,64,donegal,"ma,boston"
31811,5,28,64,Limerick,"NY, Troy"
32771,12,17,64,Tyrone,
33093,2,18,65,Clare,"VT, St. Johnsbury"
40250,6,5,69,Dublin,"MA, Lowell (1857)"
41149,12,4,69,Cavan,
32576,10,22,64,Tyrone,NYC
7444,1,3,52,tipperary,"nyc,'50"
28971,5,24,62,clare,
28994,5,31,62,mayo,
28657,1,11,62,clare,"mn,"
28658,1,11,62,clare,"mn,"
28659,1,11,62,clare,"mn,"
18438,7,26,56,dublin,
10196,5,21,53,dublin,"pa,philadelphia"
12354,3,11,54,tipperary,
4478,2,16,50,dublin,"nyc,'48"
7047,10,11,51,kings,"nyc,'49"
7236,11,22,51,kildare,
7918,4,10,52,louth,"*eng,'46-49"
26487,7,28,60,dublin,"pa,palmyra,lebanon co."
3184,12,9,48,tipperary,"nyc,'47"
25024,10,1,59,waterford,"*eng,bristol,'48"
24023,3,5,59,,
31546,4,2,64,kilkenny,
